ID,CRIM,ZN,INDUS,RIVER_FLG,nitric oxides concentration,#rooms/dwelling,AGE,DIS,RAD,TAX,PTRATIO  ,B,LSTAT,MEDV
252,0.2247945,22,5.8014,0,0.42669,6.50238,13.455,7.322733,7,354,19.1,373.2993,3.6977,24.304
253,0.0854984,22,5.9772,0,0.43531,6.67872,11.732,8.550432,7,383,19.1,370.6464,3.4947,30.488
254,0.3836976,22,5.6256,0,0.44393,8.17641,13.316,9.173901,7,359,19.1,388.962,3.54,44.084
350,0.0304395,40,1.3,0,0.43329,6.939,38.465,8.880021,1,344,19.7,370.3575,5.6544,27.93
66,0.0361984,80,3.4711,0,0.3781,5.9755,22.444,6.677615,4,432,16.1,416.745,4.5766,24.44
67,0.0433521,80,3.4374,0,0.39402,6.01848,34.856,6.34704,4,370,16.1,377.055,10.6496,19.206
68,0.0607845,12.5,6.3128,0,0.409,5.5841,26.186,6.8229,4,445,18.9,396.21,7.776,21.34
69,0.1396062,12.5,6.3128,0,0.42127,5.48212,42.904,6.62796,4,366,18.9,384.993,13.6136,17.052
70,0.1320048,12.5,6.07,0,0.42536,5.59075,37.67,6.43302,4,409,18.9,381.024,9.0537,19.855
202,0.035139,82.5,2.03,0,0.3984,6.28524,43.784,6.27,2,420,14.7,385.8946,7.2071,25.305
203,0.0215523,82.5,1.9285,0,0.4316,7.2295,21.171,6.1446,2,441,14.7,375.611,3.1411,41.877
348,0.019261,85,3.984,0,0.42042,6.77664,31.592,8.279241,4,387,17.9,408.1272,6.1056,22.638
346,0.0326865,0,4.4778,0,0.45526,5.95386,52.53,7.933464,3,403,18.8,401.0656,10.4247,16.8
347,0.0603876,0,4.39,0,0.45084,5.78004,59.915,8.254008,3,438,18.8,346.3795,12.9234,17.372
299,0.067893,70,2.1504,0,0.4,6.53535,25.301,7.984356,5,395,14.8,382.9696,4.8706,21.6
300,0.05561,70,2.3072,0,0.416,7.041,15,7.906078,5,389,14.8,379.0116,4.5504,27.84
301,0.0459368,70,2.1728,0,0.384,6.73358,52.874,7.8278,5,433,14.8,398.6772,6.1307,25.792
344,0.0256843,55,3.9312,0,0.4598,6.76296,59.708,5.560137,5,388,17.6,408.807,7.3236,24.617
345,0.0314047,55,3.8556,0,0.49368,7.08022,33.1,6.14213,5,359,17.6,376.3309,4.7483,30.576
101,0.1531198,0,8.3888,0,0.5096,6.727,80.905,2.63891,5,417,20.9,382.9172,9.891,27.5
102,0.1120336,0,8.3888,0,0.494,7.05224,74.874,2.713295,5,395,20.9,375.801,7.67,26.765
103,0.2356228,0,8.6456,0,0.52,6.08475,86.984,2.660406,5,374,20.9,69.384,11.1615,18.042
104,0.2073778,0,8.2176,0,0.5044,5.95289,88.03,2.687553,5,374,20.9,406.3041,12.768,19.686
105,0.13262,0,8.7312,0,0.5408,6.167,98.6,2.44521,5,373,20.9,392.69,11.8368,19.899
106,0.1286414,0,8.4744,0,0.546,5.851,102.667,2.085831,5,439,20.9,394.05,16.1406,20.28
107,0.16264,0,8.3888,0,0.5408,5.5442,97.819,2.32155,5,377,20.9,399.6267,18.1002,19.305
108,0.1324817,0,8.56,0,0.5096,5.94319,90.2,2.037504,5,439,20.9,383.8131,14.7945,20.808
109,0.1241794,0,8.2176,0,0.52,6.40926,99.187,2.530216,5,368,20.9,379.4304,12.6381,19.602
110,0.2662663,0,8.3032,0,0.546,6.229,91.64,2.672355,5,406,20.9,406.8792,14.7725,20.37
111,0.1068507,0,8.56,0,0.52,6.4428,61.032,2.722244,5,408,20.9,389.5551,12.35,21.049
75,0.075012,0,12.1885,0,0.42826,6.08481,11.06,4.42156,5,396,18.7,394.92,6.6444,23.618
76,0.0932176,0,13.3432,0,0.437,6.34886,47.75,4.682704,5,431,18.7,387.0623,9.387,21.828
77,0.1025453,0,12.83,0,0.41515,6.279,77.265,4.173766,5,416,18.7,358.7136,11.4912,19.4
78,0.0844579,0,13.4715,0,0.42826,5.833,52.632,4.295025,5,394,18.7,383.0904,9.7565,19.968
79,0.0581538,0,13.0866,0,0.42826,6.16968,61.385,4.863677,5,421,18.7,386.4,11.9698,21.2
80,0.0813539,0,13.4715,0,0.41952,6.10896,40.136,4.412548,5,383,18.7,392.0994,9.555,20.706
188,0.0826875,45,3.268,0,0.42826,6.51072,46.1,3.674942,5,382,15.2,378.1152,6.4128,32.96
189,0.1320795,45,3.4744,0,0.45448,6.29376,32.645,4.475366,5,380,15.2,394.3252,4.3776,30.098
190,0.079515,45,3.5776,0,0.437,7.11315,42.344,4.612367,5,393,15.2,388.962,5.1744,36.296
191,0.09068,45,3.4744,0,0.42826,7.29855,26.285,6.674194,5,394,15.2,392.7872,4.947,37.37
192,0.0718744,45,3.4744,0,0.41515,6.60422,36.416,6.674194,5,398,15.2,370.2245,4.7838,29.28
193,0.0875064,45,3.268,0,0.44574,6.8191,32.615,6.15581,5,443,15.2,382.6802,2.8987,34.58
200,0.03087,95,1.47,0,0.41912,7.04475,20.147,7.500332,3,385,17,408.807,4.4688,35.947
201,0.0183134,95,1.47,0,0.42315,7.135,19.595,7.6534,3,435,17,384.3,4.628,32.571
143,3.3542605,0,19.1884,1,0.83616,5.13285,105,1.25552,5,445,14.7,392.931,27.3564,13.668
144,4.261296,0,19.58,0,0.85358,5.52268,110,1.34121,5,385,14.7,408.807,26.6842,16.068
145,2.8909296,0,19.9716,0,0.89713,5.05009,107.69,1.332441,5,396,14.7,404.838,30.7545,12.39
146,2.4507202,0,18.601,0,0.87971,6.0074,108,1.433291,5,419,14.7,179.8264,27.8,13.248
147,2.1766005,0,18.7968,0,0.91455,5.68428,109,1.44077,5,409,14.7,162.4992,16.4835,14.976
148,2.4159924,0,19.1884,0,0.84487,4.72896,97.829,1.416976,5,391,14.7,407.3784,30.1206,14.454
149,2.3542999,0,20.3632,0,0.90584,5.13414,98.8,1.590784,5,413,14.7,339.1405,28.8864,17.978
150,2.6246112,0,19.58,0,0.83616,5.82088,98.951,1.540957,5,441,14.7,337.776,20.592,15.4
151,1.606902,0,20.1674,0,0.87971,5.93834,99.381,1.68272,5,445,14.7,354.16,14.382,21.285
152,1.421504,0,20.3632,0,0.85358,5.62016,101,1.527936,5,436,14.7,351.848,12.7488,20.58
153,1.1716432,0,19.58,1,0.91455,5.11224,97.4,1.577996,5,429,14.7,326.116,12.12,15.147
154,2.1276882,0,19.1884,0,0.84487,5.48064,100.545,1.6232,5,432,14.7,272.428,15.6321,19.982
155,1.4279885,0,19.9716,1,0.85358,6.43545,103.88,1.66193,5,411,14.7,330.6506,14.364,16.49
156,3.6764104,0,20.3632,1,0.87971,5.90592,89.252,1.728045,5,428,14.7,85.3697,14.4192,15.6
157,2.44668,0,19.58,0,0.82745,5.37744,100.88,1.771128,5,384,14.7,84.1985,15.8172,12.969
158,1.2602874,0,18.601,0,0.63525,6.87357,99.478,1.820981,5,419,14.7,345.2585,4.4523,40.474
159,1.275698,0,19.1884,0,0.6292,6.066,105,1.7573,5,384,14.7,357.4289,6.7515,24.786
160,1.4535204,0,19.58,0,0.90584,6.7053,108,1.677605,5,416,14.7,364.31,7.2422,23.533
161,1.209787,0,19.58,1,0.5808,6.125,96.674,1.852352,5,389,14.7,352.4768,5.39,28.08
162,1.46336,0,19.7758,0,0.58685,7.33922,98.524,1.872355,5,416,14.7,385.6629,1.7992,51
163,1.8887831,0,18.9926,1,0.58685,7.48992,99.272,2.101921,5,399,14.7,385.7139,2.016,52
164,1.5038298,0,19.3842,1,0.62315,8.71,97.961,2.11876,5,397,14.7,388.45,3.1872,52.5
165,2.3320544,0,20.1674,0,0.58685,6.1467,99.554,2.34934,5,425,14.7,383.2567,11.058,23.154
166,2.80704,0,19.3842,0,0.6171,5.97898,99.86,2.39757,5,405,14.7,237.7584,9.3195,25
167,1.9498843,0,19.9716,0,0.6292,7.77042,97.352,2.025441,5,395,14.7,376.686,3.663,50.5
168,1.80028,0,18.9926,0,0.5808,5.81823,84.992,2.547195,5,419,14.7,232.1622,12.0186,23.086
169,2.346408,0,18.601,0,0.58685,6.19262,101.1,2.205,5,414,14.7,294.1191,11.655,24.276
170,2.4985206,0,19.7758,0,0.6171,6.402,98.296,2.149375,5,438,14.7,330.04,11.886,23.192
171,1.2436426,0,19.1884,0,0.61105,5.69875,98.654,2.4259,5,391,14.7,280.5984,14.5743,18.27
172,2.406456,0,19.1884,0,0.58685,6.0564,99.381,2.269265,5,412,14.7,334.2048,12.03,20.055
343,0.0242306,0,1.7955,0,0.50764,6.6708,65.297,6.078893,1,439,15.9,397.7592,8.5635,16.5
329,0.0648466,0,3.1104,0,0.4738,5.92668,31.574,5.162454,4,415,16.9,397.7376,9.6709,18.335
330,0.0679124,0,3.2724,0,0.4646,6.26967,22.716,5.006016,4,409,16.9,363.9537,7.0464,22.826
331,0.0440768,0,3.1752,0,0.4554,6.4512,37.844,5.991072,4,439,16.9,361.1986,8.9082,20.79
112,0.1018484,0,9.8098,0,0.53059,6.8493,90.68,2.597175,6,442,17.8,387.6782,10.0584,22.8
113,0.1245229,0,10.01,0,0.52512,5.61735,93.255,2.424002,6,411,17.8,387.051,16.0479,19.176
114,0.2132352,0,9.5095,0,0.53059,6.21384,104.216,2.4206,6,426,17.8,396.9,17.09,19.074
115,0.1437331,0,10.3103,0,0.53059,6.31654,93.41,2.143675,6,434,17.8,380.9652,10.5545,19.24
116,0.162773,0,9.6096,0,0.54153,5.98728,93.2,2.364576,6,439,17.8,338.0118,16.0752,17.934
117,0.1328958,0,9.6096,0,0.547,5.99072,81.125,2.648197,6,433,17.8,401.166,11.5584,21.2
118,0.15098,0,10.01,0,0.53606,5.96079,90.904,2.637504,6,429,17.8,378.7296,9.785,19.2
119,0.137109,0,9.7097,0,0.51965,5.98944,77.369,2.42795,6,416,17.8,342.0163,14.9089,20.808
120,0.1476552,0,9.8098,0,0.56341,5.44445,72.808,2.841976,6,426,17.8,387.585,13.8822,19.879
128,0.264333,0,20.7955,0,0.59904,5.40835,100.04,1.7883,4,426,21.2,403.8733,16.8462,15.39
129,0.3417015,0,21.4522,0,0.624,6.30238,102.812,1.84875,4,428,21.2,388.962,15.8517,17.28
130,0.863625,0,21.0144,0,0.60528,5.35515,104.435,1.920503,4,440,21.2,381.024,17.9732,13.871
131,0.34006,0,21.6711,0,0.63024,6.7809,101.922,2.1185,4,440,21.2,414.792,12.6,19.2
132,1.2048694,0,21.4522,0,0.64272,6.13622,104.654,2.20287,4,426,21.2,404.838,12.7504,20.58
133,0.613652,0,21.6711,0,0.61776,6.49944,99.963,2.21103,4,437,21.2,381.9024,11.2312,24.15
134,0.3199254,0,22.7656,0,0.61776,5.88022,105.17,2.4699,4,442,21.2,396.4638,15.3306,17.48
135,0.9859317,0,22.9845,0,0.63024,5.58429,105.368,2.39292,4,443,21.2,273.2704,16.4445,15.132
136,0.5745134,0,22.5467,0,0.64896,6.01825,106.146,2.152914,4,430,21.2,414.4035,17.2992,18.824
137,0.3194136,0,21.2333,0,0.59904,6.06084,95.695,1.868555,4,430,21.2,366.9025,16.9,17.922
138,0.3382368,0,20.7955,0,0.63648,6.454,104.384,1.812804,4,425,21.2,382.2576,15.0277,17.271
139,0.254796,0,22.7656,0,0.624,5.62272,104.182,1.75203,4,430,21.2,407.7216,20.254,13.034
140,0.5227392,0,21.0144,0,0.61776,6.45855,98.005,1.618639,4,418,21.2,404.838,18.6446,17.444
141,0.299627,0,21.89,0,0.61776,5.8653,102.344,1.660257,4,439,21.2,399.7224,25.368,14.7
142,1.5960672,0,21.2333,0,0.64896,4.96881,101,1.482582,4,427,21.2,392.931,33.0336,14.688
55,0.014144,75,3.92,0,0.4264,6.06464,52.124,7.246503,3,446,21.1,396.9,15.244,18.333
